scratch_path	bytes	sha256	retention	gallery_destination
source/frames/italy_gradient_02_rstudio.svg	920948	5aaf7446a63f1f36f455371b10aed7d9abed31127ab70fe327c55a34e0138c6c	canonical-copy-in-gallery	video-production/episodes/italy_ordered_numeric_gradients/frames/source/italy_gradient_02_rstudio.svg
source/frames/italy_gradient_03_classes.svg	2337	35032a1295e4397efd04fb5b5d0257be8fbd5dc90e9f36c4e43b071b068244b5	canonical-copy-in-gallery	video-production/episodes/italy_ordered_numeric_gradients/frames/source/italy_gradient_03_classes.svg
source/frames/italy_gradient_04_propagation.svg	3304	096dfb17e36b61687b8ea6883158fbce0e807da6ca483f20b58449d0d16f452b	canonical-copy-in-gallery	video-production/episodes/italy_ordered_numeric_gradients/frames/source/italy_gradient_04_propagation.svg
source/frames/italy_gradient_05_fits.svg	348291	957226c0c9000deb7febb12fdced69594cde272dd3b837107774f794bcc03f69	canonical-copy-in-gallery	video-production/episodes/italy_ordered_numeric_gradients/frames/source/italy_gradient_05_fits.svg
source/frames/italy_gradient_06_gradients.svg	348310	e883457872dfb7b0d656f277e967de0591e476843ab2d19cd5740eea4e4cd882	canonical-copy-in-gallery	video-production/episodes/italy_ordered_numeric_gradients/frames/source/italy_gradient_06_gradients.svg
source/frames/italy_gradient_07_return.svg	920945	fdb50b23dfa5c968998fab6a3c4a7afb28fe85a3f1cee0651af9595057fa40de	canonical-copy-in-gallery	video-production/episodes/italy_ordered_numeric_gradients/frames/source/italy_gradient_07_return.svg
source/frames/italy_gradient_08_outro.svg	348296	10a972d56b9b4e00a250c9a73a44e3fda3dc062a0b6207b83d64e81b03d08e12	canonical-copy-in-gallery	video-production/episodes/italy_ordered_numeric_gradients/frames/source/italy_gradient_08_outro.svg
source/frames/png/italy_gradient_01_result.png	361662	9f54ad491df2db0acab328f73c8f5821fbc0498d6a74f0066cb50153174c6f81	canonical-copy-in-gallery	video-production/episodes/italy_ordered_numeric_gradients/assets/poster.png
source/frames/png/italy_gradient_02_rstudio.png	357801	4477b454e9046d606ec1911398dcee03e9bf26504d8a6a186cc9fab0853cdee6	generated-cache-external	-
source/frames/png/italy_gradient_03_classes.png	124615	fc48e9f6791e5c7b2ebabf553ee69b75d154ec0f50fac84a443a35c9e9c17afb	generated-cache-external	-
source/frames/png/italy_gradient_04_propagation.png	150183	e68c239e449992baeee160ab123ea6c2aa9a0796c0bf563db9f25b49a5033ce8	generated-cache-external	-
source/frames/png/italy_gradient_05_fits.png	318849	f129bf72dc3b183af0e57d2ea5bb64b4b8c7cac4b8548fae95b39539f9920b69	generated-cache-external	-
source/frames/png/italy_gradient_06_gradients.png	281033	d5bd99ecffad0e03d5d54d8bd3a96fc2dc8ee23246302486475765817f3ef32f	generated-cache-external	-
source/frames/png/italy_gradient_07_return.png	355949	2a780aa4a2a2d9f77ae28fabaefd7a6a5cf8f7d2c01dfba7282bc09c19334d4b	canonical-copy-in-gallery	video-production/episodes/italy_ordered_numeric_gradients/assets/rstudio_context.png
source/frames/png/italy_gradient_08_outro.png	187197	7543ce97115d6195e583ec2ab12f76c7bb4f46d98e616ce73a28ed74e1a00cb6	generated-cache-external	-
storyboards/ITALY_ORDERED_NUMERIC_GRADIENTS_REVIEW_PACKET.md	7075	93853f8e7261eaf186ccf2a4f444835bc63f7470d5d62c9edf3df514fd94798f	canonical-copy-in-gallery	video-production/episodes/italy_ordered_numeric_gradients/storyboard.md
